0 0.08764 0.00606 0.06087 0.00149
1 0.09274 0.00796 0.05771 0.00165
2 0.09382 0.0101 0.05947 0.00187
3 0.10048 0.01333 0.0488 0.0018
4 0.09572 0.01638 0.04709 0.00157
5 0.10349 0.02172 0.04838 0.00153
6 0.10739 0.02642 0.04081 0.00157
7 0.12252 0.03661 0.03958 0.00149
8 0.13959 0.05079 0.05362 0.00152
